session_id,turn_index,request_id,profile,event,kv_incremental_mib,kv_cumulative_mib,resident_kv_mib_before,resident_kv_mib_after,restore_ms,recompute_ms,evicted_kv_mib,budget_hit
session_001,1,session_001_turn_001,kivi_2bit_residual32,resident,0.9609375,1.921875,0.9609375,1.921875,0.0,0.0,0.0,False
session_002,0,session_002_turn_000,kivi_2bit_residual32,resident,0.001953125,0.001953125,0.0,0.001953125,0.0,0.0,0.0,False
session_003,1,session_003_turn_001,kivi_2bit_residual32,resident,0.4404296875,0.880859375,0.4404296875,0.880859375,0.0,0.0,0.0,False
session_002,1,session_002_turn_001,kivi_2bit_residual32,resident,0.621337890625,1.24267578125,0.621337890625,1.24267578125,0.0,0.0,0.0,False
session_003,0,session_003_turn_000,kivi_2bit_residual32,resident,0.011474609375,0.011474609375,0.0,0.011474609375,0.0,0.0,0.0,False
session_004,1,session_004_turn_001,kivi_2bit_residual32,resident,0.2822265625,0.564453125,0.2822265625,0.564453125,0.0,0.0,0.0,False
session_003,2,session_003_turn_002,kivi_2bit_residual32,resident,0.85498046875,2.56494140625,1.7099609375,2.56494140625,0.0,0.0,0.0,False
session_004,0,session_004_turn_000,kivi_2bit_residual32,resident,0.09521484375,0.09521484375,0.0,0.09521484375,0.0,0.0,0.0,False
session_005,1,session_005_turn_001,kivi_2bit_residual32,resident,0.3955078125,0.791015625,0.3955078125,0.791015625,0.0,0.0,0.0,False
session_004,2,session_004_turn_002,kivi_2bit_residual32,resident,0.59521484375,1.78564453125,1.1904296875,1.78564453125,0.0,0.0,0.0,False
session_005,0,session_005_turn_000,kivi_2bit_residual32,resident,0.010498046875,0.010498046875,0.0,0.010498046875,0.0,0.0,0.0,False
session_007,1,session_007_turn_001,kivi_2bit_residual32,resident,0.45849609375,0.9169921875,0.45849609375,0.9169921875,0.0,0.0,0.0,False
session_004,3,session_004_turn_003,kivi_2bit_residual32,resident,0.948486328125,3.7939453125,2.845458984375,3.7939453125,0.0,0.0,0.0,False
session_006,0,session_006_turn_000,kivi_2bit_residual32,resident,0.072509765625,0.072509765625,0.0,0.072509765625,0.0,0.0,0.0,False
